LID,Glottocode,Language,SelectorID,SelectorLabel,SelectorType,SelectorTypeBinned,IsSelectorSurveyComplete,MarkerID,SelectedRole,ReferentialCondition,CoargumentRoleCondition,CoargumentReferentialCondition,PredicateClassID,SemanticCondition,SyntacticDomainCondition,ClauseRankCondition,CategoryCondition,DiathesisCondition,PolarityCondition
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,S,1sg-masc340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,S,1sg-neu340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Atr,1sg-neu340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Atr,1sg-masc340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Atr,1sg-fem340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Aditr,1sg-fem340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Aditr,1sg-neu340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4708,-ju 1sS/A agreement PRS,agreement (marker),agreement (marker),TRUE,4844,Aditr,1sg-masc340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,S,2sg-fem340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,S,2sg-masc340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,S,2sg-neu340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Atr,2sg-neu340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Atr,2sg-masc340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Atr,2sg-fem340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Aditr,2sg-fem340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Aditr,2sg-masc340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4709,-esh’/-ish’ 2sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4845,Aditr,2sg-neu340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,S,3sg-fem340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,S,3sg-masc340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,S,3sg-neu340,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Atr,3sg-masc340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Atr,3sg-fem340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Atr,3sg-neu340,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Aditr,3sg-masc340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Aditr,3sg-neu340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4710,-et/-it 3sg S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4846,Aditr,3sg-fem340,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4711,-em/-im 1pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4847,S,1pl,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4711,-em/-im 1pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4847,Atr,1pl,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4711,-em/-im 1pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4847,Aditr,1pl,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4712,-ete/-ite 2pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4848,S,2pl,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4712,-ete/-ite 2pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4848,Atr,2pl,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4712,-ete/-ite 2pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4848,Aditr,2pl,,,3,default,,main,340_PRS,ACT,
340,russ1263,Russian,4713,-jut/-jat 3pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4849,S,3pl,,,1,default,,main,340_PRS,ACT,
340,russ1263,Russian,4713,-jut/-jat 3pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4849,Atr,3pl,,,2,default,,main,340_PRS,ACT,
340,russ1263,Russian,4713,-jut/-jat 3pl S/A agreement PRS,agreement (marker),agreement (marker),TRUE,4849,Aditr,3pl,,,3,default,,main,340_PRS,ACT,
17,tosk1239,Albanian,4716,DAT case,case marker or adposition,case,TRUE,,G,,,,3,default,,main,,ACT,
49,chec1245,Chechen,1376,LAT case,case marker or adposition,case,TRUE,2044,T,,,,112,default,,main,,ACT,
49,chec1245,Chechen,1376,LAT case,case marker or adposition,case,TRUE,2044,ADJ,,,,,default,,main,,ACT,
49,chec1245,Chechen,1376,LAT case,case marker or adposition,case,TRUE,2044,P,,,,110,default,,main,,ACT,
49,chec1245,Chechen,1376,LAT case,case marker or adposition,case,TRUE,2044,P,,,,725,default,,main,,ACT,
89,para1311,Guaraní (Paraguayan),4719,NOM case,case marker or adposition,case,TRUE,451,Atr,,,,2,default,,main,,ACT,
89,para1311,Guaraní (Paraguayan),4719,NOM case,case marker or adposition,case,TRUE,451,P,,,,2,default,,main,,ACT,
89,para1311,Guaraní (Paraguayan),4719,NOM case,case marker or adposition,case,TRUE,451,S,,,,1,default,,main,,ACT,
90,ngab1239,Guaymí,4720,NOM case,case marker or adposition,case,TRUE,,S,,,,1,default,,main,,ACT,
90,ngab1239,Guaymí,4720,NOM case,case marker or adposition,case,TRUE,,Atr,,,,2,default,,main,,ACT,
90,ngab1239,Guaymí,4721,ACC case,case marker or adposition,case,TRUE,,P,,,,2,default,,main,,ACT,
748,azer1255,Azerbaijani,4722,NOM case,case marker or adposition,case,TRUE,,S,,,,1,default,,main,,ACT,
748,azer1255,Azerbaijani,4722,NOM case,case marker or adposition,case,TRUE,,Atr,,,,2,default,,main,,ACT,
748,azer1255,Azerbaijani,4722,NOM case,case marker or adposition,case,TRUE,,P,N-low,,,2,default,,main,,ACT,
748,azer1255,Azerbaijani,4723,ACC case,case marker or adposition,case,TRUE,,P,N-high,,,2,default,,main,,ACT,
748,azer1255,Azerbaijani,4723,ACC case,case marker or adposition,case,TRUE,,P,Pro,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4724,NOM case,case marker or adposition,case,TRUE,4889,Atr,,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4724,NOM case,case marker or adposition,case,TRUE,4889,S,,,,1,default,,main,,ACT,
678,bulg1262,Bulgarian,4724,NOM case,case marker or adposition,case,TRUE,4889,P,N,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4724,NOM case,case marker or adposition,case,TRUE,4889,Aditr,,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4724,NOM case,case marker or adposition,case,TRUE,4889,T,N,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4725,ACC case,case marker or adposition,case,TRUE,4890,P,Pro,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4725,ACC case,case marker or adposition,case,TRUE,4890,T,Pro,,,3,default,,main,,ACT,
79,stan1290,French (colloquial),4727,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,4857,S,,,,1,default,,main,,ACT,
79,stan1290,French (colloquial),4727,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,4857,Atr,,,,2,default,,main,,ACT,
79,stan1290,French (colloquial),4727,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,4857,Aditr,,,,3,default,,main,,ACT,
2831,anci1242,Greek (Ancient),4732,GEN case,case marker or adposition,case,TRUE,4886,P,,,,1015,default,,main,,ACT,
2831,anci1242,Greek (Ancient),4732,GEN case,case marker or adposition,case,TRUE,4886,POSS,,,,,default,,main,,ACT,
2831,anci1242,Greek (Ancient),4732,GEN case,case marker or adposition,case,TRUE,4886,P,,,,2,partitive,,main,,ACT,
678,bulg1262,Bulgarian,4733,DAT case,case marker or adposition,case,TRUE,4891,G,,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,Atr,,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,P,,,,2,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,S,,,,1,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,Aditr,,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,G,,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4734,S/A agreement and P/T und G clitics,agreement (grammatical),agreement (syntax),TRUE,,T,,,,3,default,,main,,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,S,1sg,,,1,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Atr,1sg,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Aditr,1sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,S,1sg,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,S,1sg,,,1,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Atr,1sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Atr,1sg,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Aditr,1sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4735,1sgS/A agreement,agreement (marker),agreement (marker),TRUE,4893,Aditr,1sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,S,2sg,,,1,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,S,2sg,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,Atr,2sg,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,Atr,2sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,Aditr,2sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4736,2sgS/A agreement,,,TRUE,4894,Aditr,2sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4737,3sgS/A agreement,agreement (marker),agreement (marker),TRUE,4895,S,2sg,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4737,3sgS/A agreement,agreement (marker),agreement (marker),TRUE,4895,Atr,2sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4737,3sgS/A agreement,agreement (marker),agreement (marker),TRUE,4895,Aditr,2sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,S,1pl,,,1,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,S,1pl,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,S,1pl,,,1,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Atr,1pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Atr,1pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Atr,1pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Aditr,1pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Aditr,1pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4738,1plS/A agreement,agreement (marker),agreement (marker),TRUE,4896,Aditr,1pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,S,2pl,,,1,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,S,2pl,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,S,2pl,,,1,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Atr,2pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Atr,2pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Atr,2pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Aditr,2pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Aditr,2pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4739,2plS/A agreement,agreement (marker),agreement (marker),TRUE,4897,Aditr,2pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,S,3pl,,,1,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,S,3pl,,,1,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,S,3pl,,,1,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Atr,3pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Atr,3pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Atr,3pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Aditr,3pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Aditr,3pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4740,3plS/A agreement,agreement (marker),agreement (marker),TRUE,4898,Aditr,3pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1sg,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2sg,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3sg,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3pl,,,2,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3sg,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3pl,,,2,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1sg,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,1pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2sg,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,2pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3sg,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,P,3pl,,,2,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,1pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,2pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,T,3pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,1pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,2pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,1pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,2pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,1pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4741,P/T agreement clitics,agreement (marker),agreement (marker),TRUE,4899,G,2pl,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,1sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,2sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3sg,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3pl,,,3,default,,main,678_PRS,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,1sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,2sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3sg,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3pl,,,3,default,,main,678_IMPF,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,1sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,2sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3sg,,,3,default,,main,678_AOR,ACT,
678,bulg1262,Bulgarian,4742,G agreement clitics,agreement (marker),agreement (marker),TRUE,4900,G,3pl,,,3,default,,main,678_AOR,ACT,
844,afri1274,Afrikaans,4743,ACC case,case marker or adposition,case,TRUE,1975,T,1sgPro,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,4743,ACC case,case marker or adposition,case,TRUE,1975,T,2sgPro,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,4743,ACC case,case marker or adposition,case,TRUE,1975,T,3sgPro-anim,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,P,N-syncr2832,,,2,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,T,3sgPro-neu2832,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,Aditr,,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,P,3sgPro-neu2832,,,2,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,P,3plPro-fem2832,,,2,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,T,3plPro-fem2832,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,S,,,,1,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,Atr,,,,2,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,P,3plPro-neu2832,,,2,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,T,3plPro-neu2832,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4744,NOM case,case marker or adposition,case,TRUE,4901,T,N-syncr2832,,,3,default,,main,,ACT,
2832,goth1244,Gothic,4745,ACC case,case marker or adposition,case,TRUE,4902,P,N-nsyncr2832,,,2,default,,main,,ACT,
