LID,Glottocode,Language,PredicateClassID,PredicateClassLabel,PredicateClassDiscourseFrequency,IndividualPredicateID,IndividualPredicateMeaning,IndividualPredicateSemanticClass,IndividualPredicateMalchukovSemanticClass,PredicateClassDescription
738,even1260,Even,535,ANOM GNOM(GEN for PRO) TDESIGN,,338,give,change_of_possession,Malch_other,"another case frame for ditransitives, no information about usage or distributionIn this construction R is NP-internal in the possessor position; but it can also be “extracted” and then put into DAT -> ANOM GDAT TDEST (ID 536)recipient is unmarked when NP-internal; however like other possessors will take a possessive form if pronominal (no Genitive marking on nouns)"
738,even1260,Even,535,ANOM GNOM(GEN for PRO) TDESIGN,,263,no_details,,Malch_other,"another case frame for ditransitives, no information about usage or distributionIn this construction R is NP-internal in the possessor position; but it can also be “extracted” and then put into DAT -> ANOM GDAT TDEST (ID 536)recipient is unmarked when NP-internal; however like other possessors will take a possessive form if pronominal (no Genitive marking on nouns)"
738,even1260,Even,536,ANOM GDAT TDEST,,263,no_details,,Malch_other,"another case frame for ditransitives, no information about usage or distributionvariant of ANOM GDAT TDEST (ID 535) with external possessor"
738,even1260,Even,536,ANOM GDAT TDEST,,338,give,change_of_possession,Malch_other,"another case frame for ditransitives, no information about usage or distributionvariant of ANOM GDAT TDEST (ID 535) with external possessor"
1184,crow1244,Crow,537,Sagt,,263,no_details,,Malch_other,"non-patientive verbsnot clear if default in intransitives"
1184,crow1244,Crow,538,Spat,,263,no_details,,Malch_other,"patientive verbsnot clear if default in intransitives"
1468,emai1241,Ora (Nigeria),539,A Gvbiee T,frequent,153,say,communication,Malch_other,"This construction is used with verbs of speech as well as with SHOW.The verb vbiee is a serial verb with the meaning ‘be apparent’, which is interestingly also used in the sense of ‘teach’ as a main verb."
1468,emai1241,Ora (Nigeria),539,A Gvbiee T,frequent,365,show,communication,Malch_other,"This construction is used with verbs of speech as well as with SHOW.The verb vbiee is a serial verb with the meaning ‘be apparent’, which is interestingly also used in the sense of ‘teach’ as a main verb."
1468,emai1241,Ora (Nigeria),540,A Gye T,frequent,9,nonspecific_transfer,change_of_possession,Malch_other,"This construction yields an allative marker ye (preposition? serial verb?), derived from the verbs ’come’. This construction is used with verbs of ballistic motion, but also with ‘manner of motion’ verbs for temporary possession"
1468,emai1241,Ora (Nigeria),541,A Gli T,frequent,398,pay_with_for,change_of_possession,Malch_other,"G is introduced by the applicative particle li/ni ‘to, for’. (Yet it is not clear whether the particle flags G, as elsewhere (Schaefer & Egbokhare 2008++: 7) it is stated that li/ni belongs to postverbal particles which suggests that it is rather a postposed marker of T.)Most ‘manner of motion’ verbs (scoop. ‘pick’, ‘fetch’, ‘uproot’, etc.) can be used in this construction to denote transfer of possession. The use of allative marker in this construction would imply temporary possession. Some verbs like ré do not appear outside this construction."
1468,emai1241,Ora (Nigeria),541,A Gli T,frequent,9,nonspecific_transfer,change_of_possession,Malch_other,"G is introduced by the applicative particle li/ni ‘to, for’. (Yet it is not clear whether the particle flags G, as elsewhere (Schaefer & Egbokhare 2008++: 7) it is stated that li/ni belongs to postverbal particles which suggests that it is rather a postposed marker of T.)Most ‘manner of motion’ verbs (scoop. ‘pick’, ‘fetch’, ‘uproot’, etc.) can be used in this construction to denote transfer of possession. The use of allative marker in this construction would imply temporary possession. Some verbs like ré do not appear outside this construction."
45,cash1254,Cashinahua,542,ANOM PLOC,frequent,263,no_details,,Malch_other,The nominal A arguments are in the NOM with these verbs.
45,cash1254,Cashinahua,543,ANOM PCOM,frequent,263,no_details,,Malch_other,The nominal A arguments are in the NOM with these verbs.
45,cash1254,Cashinahua,544,AER TNOM GLOC,frequent,299,throw,put_pour_spray_load_fill,Malch_other,"‘throw’, etc. (Camargo 2007: 1878)"
45,cash1254,Cashinahua,544,AER TNOM GLOC,frequent,9,nonspecific_transfer,change_of_possession,Malch_other,"‘throw’, etc. (Camargo 2007: 1878)"
107,hung1274,Hungarian,545,TACC GILL,frequent,336,put,put_pour_spray_load_fill,Malch_other,put into (Rounds 2001: 100)
632,wayu1241,Hayu,547,AABS PERG,infrequent,570,be_satisfied_(with),sensation,Malch_sensation,"`be satisfied with, have enough of’"
632,wayu1241,Hayu,548,tr-VS-agr,infrequent,8,move_(to),motion,Malch_motion,"two-argument verbs with intr-like agreement: (pred_class_id 547: `be satisfied with, have enough of’), verbs of directed motion"
632,wayu1241,Hayu,548,tr-VS-agr,infrequent,570,be_satisfied_(with),sensation,Malch_sensation,"two-argument verbs with intr-like agreement: (pred_class_id 547: `be satisfied with, have enough of’), verbs of directed motion"
637,sout2734,Yamphu,549,AABS PLOC,frequent,8,move_(to),motion,Malch_motion,verbs of directed motion
637,sout2734,Yamphu,550,AERGTABS GLOC,infrequent,336,put,put_pour_spray_load_fill,Malch_other,verbs of putting
637,sout2734,Yamphu,551,AERGTABS GABS,frequent,338,give,change_of_possession,Malch_other,"verbs of giving, the verb agrees with the G argument"
637,sout2734,Yamphu,552,AABS PSOC,infrequent,224,meet,social_interaction,Malch_contact,"cupma ‘meet’, khiˑma ‘quarrel’, semma ‘tease’"
637,sout2734,Yamphu,552,AABS PSOC,infrequent,244,quarrel,social_interaction,Malch_other,"cupma ‘meet’, khiˑma ‘quarrel’, semma ‘tease’"
637,sout2734,Yamphu,552,AABS PSOC,infrequent,569,tease,social_interaction,Malch_other,"cupma ‘meet’, khiˑma ‘quarrel’, semma ‘tease’"
637,sout2734,Yamphu,553,agr ditr VAagr-Gagr,frequent,338,give,change_of_possession,Malch_other,ditransitive verbs (e.g. of giving) showing the P-type agreement with the G argument
2992,teiw1235,Teiwa,554,ANOMPOBL,frequent,115,go,motion,Malch_motion,gi ‘go’
2992,teiw1235,Teiwa,555,VPagr,infrequent,154,speak,communication,Malch_other,"verbs showing agrement with both animate and inanimate Ps (different markers are used to distinguish animacy, these verbs encode their animate object with a prefix with a glottal stop final consonant:ga-wulul [gawulul] ‘talk about it, tell it’,ga’-wulul [gaʔwulul] ‘talk with him/tell him’.ga-tad [gatad] ‘hit/strike sth/some place’ (e.g. pebble hits window)ga’-tad [gaʔtad] ‘hit/strike sb/animal’ (e.g. pebble hits bird) (Klamer 2010b)"
2992,teiw1235,Teiwa,555,VPagr,infrequent,372,hit,hit,Malch_contact,"verbs showing agrement with both animate and inanimate Ps (different markers are used to distinguish animacy, these verbs encode their animate object with a prefix with a glottal stop final consonant:ga-wulul [gawulul] ‘talk about it, tell it’,ga’-wulul [gaʔwulul] ‘talk with him/tell him’.ga-tad [gatad] ‘hit/strike sth/some place’ (e.g. pebble hits window)ga’-tad [gaʔtad] ‘hit/strike sb/animal’ (e.g. pebble hits bird) (Klamer 2010b)"
2992,teiw1235,Teiwa,556,SGEN,infrequent,124,feel_sick,sensation,Malch_sensation,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,556,SGEN,infrequent,135,feel_itchy,sensation,Malch_sensation,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,556,SGEN,infrequent,101,feel_thirsty,sensation,Malch_sensation,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,556,SGEN,infrequent,200,feel_happy_(about),emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,556,SGEN,infrequent,566,be_clever,quality,Malch_other,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,556,SGEN,infrequent,206,feel_irritated,emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,123,want,desideration,Malch_sensation,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,109,love,emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,209,be_angry_(with),emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,200,feel_happy_(about),emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,568,plan,cognition,Malch_perception_cognition,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,230,think,cognition,Malch_perception_cognition,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,557,AGEN,infrequent,210,feel_sorry_about,emotion,Malch_emotion,"experiencer predicates with the body part noun –om ‘inside’: n-om quun 1sPOSS-inside be.sure (I am) smart/clever; n-om qau 1sPOSS-inside good	(I am) happy; n-om siis 1sPOSS-inside dry (I am) thirsty’, n-om par 1sPOSS-inside defeated ‘(I am) annoyed (at s.o); n-om qalixil 1sPOSS-inside itchy ‘(I am) angry’; n-om mai 1sPOSS-inside store/keep ‘(I am) planning / I plan; n-om bangan 1sPOSS-inside see ‘(I) want/like’; n-om ga-regan 1sPOSS-inside 3s-ask ‘(I) think / say to myself’; n-om ga-i’ 1sPOSS-inside 3s-sick ‘(I) feel pity for him’"
2992,teiw1235,Teiwa,558,ANOM TNOM GNOM/ACC,infrequent,338,give,change_of_possession,Malch_other,an ‘give’
2992,teiw1235,Teiwa,559,ANOM TOBL GNOM/ACC,infrequent,338,give,change_of_possession,Malch_other,an ‘give’
1999,miam1252,Illinois,560,A Pinanim,frequent,,,,,verbs of the so-called transitive inanimate paradigm (TI)
1999,miam1252,Illinois,561,Sinanim,frequent,,,,,"verbs of the so-called intransitive inanimate paradigm (II)Cosata 2003: 362 no PL or OBV forms are attested, for this reason in the db only one category ‘inanimate’ is coded"
660,band1339,Bandjalang,562,ANOM PNOM,infrequent,136,have,possession,Malch_other,verbless sentences expressing possession and location
660,band1339,Bandjalang,563,ANOM PDAT,infrequent,179,be_proud_of,emotion,Malch_emotion,"verbs of emotion (to be proud, to be sorry, worry about)"
