ID,Parameter_ID,Name,Description
380,269,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
381,269,H/D,"Split, either H or D."
382,269,f,"Floating, under limited circumstances (e.g. Yagua DOM by floating agreement with definite noun)"
383,270,D,"On dependent. For zero formative on dependent, code as Ø."
384,270,H+D,Simultaneously (or mostly simultaneously) on head and dependent
385,271,H,On head.
386,271,D,"On dependent. For zero formative on dependent, code as Ø."
387,272,D,"On dependent. For zero formative on dependent, code as Ø."
388,272,h+D,Dependent marking is dominant. Additional head marking with some verbs only or under specific morphosyntactic conditions as noted.
389,273,D,"On dependent. For zero formative on dependent, code as Ø."
390,273,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
391,273,d,Dependent marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
392,274,D,"On dependent. For zero formative on dependent, code as Ø."
393,275,h+D,Dependent marking is dominant. Additional head marking with some verbs only or under specific morphosyntactic conditions as noted.
394,276,H,On head.
395,276,D,"On dependent. For zero formative on dependent, code as Ø."
396,276,H+D,Simultaneously (or mostly simultaneously) on head and dependent
397,276,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
398,276,h+D,Dependent marking is dominant. Additional head marking with some verbs only or under specific morphosyntactic conditions as noted.
399,276,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
400,276,Ø,No marking
401,276,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
402,276,d on h,"Headward-migrated dependent marking, restricted in some way. Typical cases: Bagirmi or standard French, where there is no case on independent pronouns and nouns, so only pronominal agreement markers are case-marked. As a result, arguments are differentiated only in headward-migrated dependent marking. This marking realizes the dependent argument syntactically and leaves no place for an independent NP to show up in the same clausal core."
403,276,H+d on h,"Head marking (construct state type, i.e. registers a dependent but does not index its properties) plus headward-migrated dependent-marked pronouns"
404,277,H+D,Simultaneously (or mostly simultaneously) on head and dependent
405,278,H+D,Simultaneously (or mostly simultaneously) on head and dependent
406,279,H+D,Simultaneously (or mostly simultaneously) on head and dependent
407,280,H+D,Simultaneously (or mostly simultaneously) on head and dependent
408,281,D,"On dependent. For zero formative on dependent, code as Ø."
409,281,h+D,Dependent marking is dominant. Additional head marking with some verbs only or under specific morphosyntactic conditions as noted.
410,282,H+D,Simultaneously (or mostly simultaneously) on head and dependent
411,283,H,On head.
412,283,D,"On dependent. For zero formative on dependent, code as Ø."
413,283,H+D,Simultaneously (or mostly simultaneously) on head and dependent
414,283,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
415,283,h+D,Dependent marking is dominant. Additional head marking with some verbs only or under specific morphosyntactic conditions as noted.
416,283,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
417,283,d,Dependent marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
418,283,Ø,No marking
419,283,DD,"On dependent, with more than one formative or more than one category. Typical instance: genitive (or possessive form of pronoun) plus head-driven agreement (dependent agreeing with head)."
420,283,Dd,"Same as DD but with the additional formative or category restricted to some possessors only (e.g. pronouns only: German; contrast Hindi, where all possessors show head-driven agreement)"
421,283,h,Head marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
422,283,HH,"On head, with more than one formative or more than one category. Typical case: construct state or linker on head plus head-driven agreement ; or Philippine-style voice plus agreement"
423,283,hh,"On head, with more than one formative or more than one category, but both formatives have restricted distribution."
424,283,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
425,283,d on h,"Headward-migrated dependent marking, restricted in some way. Typical cases: Bagirmi or standard French, where there is no case on independent pronouns and nouns, so only pronominal agreement markers are case-marked. As a result, arguments are differentiated only in headward-migrated dependent marking. This marking realizes the dependent argument syntactically and leaves no place for an independent NP to show up in the same clausal core."
426,283,H/D/DH,"Split, e.g. inalienables take H or D+H, alienables take only D."
427,283,H/D,"Split, either H or D."
428,283,f,"Floating, under limited circumstances (e.g. Yagua DOM by floating agreement with definite noun)"
429,283,H/F,"Split, head or floating. E.g. Halkomelem (Galloway 1984:179): possessive 1sg is F, 3sg is H."
430,284,H,On head.
431,284,D,"On dependent. For zero formative on dependent, code as Ø."
432,284,H+D,Simultaneously (or mostly simultaneously) on head and dependent
433,284,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
434,284,d,Dependent marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
435,284,Ø,No marking
436,284,DD,"On dependent, with more than one formative or more than one category. Typical instance: genitive (or possessive form of pronoun) plus head-driven agreement (dependent agreeing with head)."
437,284,H’,NP-internal head in a modifier-headed agreement pattern
438,285,H,On head.
439,285,D,"On dependent. For zero formative on dependent, code as Ø."
440,285,H+D,Simultaneously (or mostly simultaneously) on head and dependent
441,285,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
442,285,F+D,Simultaneously (or mostly simultaneously) detached and on dependent (e.g. an argument role is marked by both a Wackernagel agreement clitic and case)
443,285,P,The relation is marked by position (word or morpheme order).
444,285,Ø,No marking
445,285,DD,"On dependent, with more than one formative or more than one category. Typical instance: genitive (or possessive form of pronoun) plus head-driven agreement (dependent agreeing with head)."
446,285,h,Head marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
447,285,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
448,285,d on h,"Headward-migrated dependent marking, restricted in some way. Typical cases: Bagirmi or standard French, where there is no case on independent pronouns and nouns, so only pronominal agreement markers are case-marked. As a result, arguments are differentiated only in headward-migrated dependent marking. This marking realizes the dependent argument syntactically and leaves no place for an independent NP to show up in the same clausal core."
449,285,h+d on h,"Head marking (construct state type, i.e. registers a dependent but does not index its properties) plus headward-migrated dependent-marked pronouns"
450,285,H+d on h,"Head marking (construct state type, i.e. registers a dependent but does not index its properties) plus headward-migrated dependent-marked pronouns"
451,285,H/D,"Split, either H or D."
452,285,H+,"Possessor promoted to verb argument (external possession), and indexed or registered on verb. Example: Registered in Nez Perce (Rude, U. Ore. diss. 1985:199ff.)."
453,285,multiple,multiple different loci
454,286,H,On head.
455,286,D,"On dependent. For zero formative on dependent, code as Ø."
456,286,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
457,286,Ø,No marking
458,287,H,On head.
459,287,D,"On dependent. For zero formative on dependent, code as Ø."
460,287,d,Dependent marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
461,287,h+d on h,"Head marking (construct state type, i.e. registers a dependent but does not index its properties) plus headward-migrated dependent-marked pronouns"
462,288,H,On head.
463,288,D,"On dependent. For zero formative on dependent, code as Ø."
464,288,H+D,Simultaneously (or mostly simultaneously) on head and dependent
465,288,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
466,288,F+D,Simultaneously (or mostly simultaneously) detached and on dependent (e.g. an argument role is marked by both a Wackernagel agreement clitic and case)
467,288,Ø,No marking
468,288,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
469,288,H/D/DH,"Split, e.g. inalienables take H or D+H, alienables take only D."
470,288,H/D,"Split, either H or D."
471,288,multiple,multiple different loci
472,289,D,"On dependent. For zero formative on dependent, code as Ø."
473,289,d,Dependent marking that is available only on a limited set of NPs or under specific morphosyntactic conditions as noted.
474,289,Ø,No marking
475,289,H’,NP-internal head in a modifier-headed agreement pattern
476,290,H,On head.
477,290,D,"On dependent. For zero formative on dependent, code as Ø."
478,290,H+D,Simultaneously (or mostly simultaneously) on head and dependent
479,290,Ø,No marking
480,291,H,On head.
481,291,D,"On dependent. For zero formative on dependent, code as Ø."
482,291,H+D,Simultaneously (or mostly simultaneously) on head and dependent
483,292,H,On head.
484,292,D,"On dependent. For zero formative on dependent, code as Ø."
485,292,H+D,Simultaneously (or mostly simultaneously) on head and dependent
486,292,Ø,No marking
487,292,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
488,292,d on h,"Headward-migrated dependent marking, restricted in some way. Typical cases: Bagirmi or standard French, where there is no case on independent pronouns and nouns, so only pronominal agreement markers are case-marked. As a result, arguments are differentiated only in headward-migrated dependent marking. This marking realizes the dependent argument syntactically and leaves no place for an independent NP to show up in the same clausal core."
489,293,H,On head.
490,293,D,"On dependent. For zero formative on dependent, code as Ø."
491,293,H+D,Simultaneously (or mostly simultaneously) on head and dependent
492,293,Ø,No marking
493,293,hh,"On head, with more than one formative or more than one category, but both formatives have restricted distribution."
494,293,multiple,multiple different loci
495,294,Ø,No marking
496,295,Ø,No marking
497,296,D,"On dependent. For zero formative on dependent, code as Ø."
498,297,H,On head.
499,297,D,"On dependent. For zero formative on dependent, code as Ø."
500,297,Ø,No marking
501,297,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
502,297,h+d on h,"Head marking (construct state type, i.e. registers a dependent but does not index its properties) plus headward-migrated dependent-marked pronouns"
503,297,multiple,multiple different loci
504,298,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
505,299,H,On head.
506,299,D,"On dependent. For zero formative on dependent, code as Ø."
507,299,H+D,Simultaneously (or mostly simultaneously) on head and dependent
508,299,F,"Free or floating, including particles or similar in phrase-second position (Wackernagel position), e.g. Tagalog ‘linkers’"
509,299,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
510,299,Ø,No marking
511,299,HH,"On head, with more than one formative or more than one category. Typical case: construct state or linker on head plus head-driven agreement ; or Philippine-style voice plus agreement"
512,300,H,On head.
513,300,D,"On dependent. For zero formative on dependent, code as Ø."
514,300,H+D,Simultaneously (or mostly simultaneously) on head and dependent
515,300,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
516,300,D on H,"Headward-migrated dependent marking. Typical case: Arabic or Irish pronominal agreement, where nouns and independent pronouns are case-marked. (The case itself is dependent marking, but the dependent argument can be realized by agreement morphology on the head. If it is, it absorbs the argument position in the clause and therefore does not allow an independent NP to show up in the same clausal core.)"
517,300,F+d,Floating plus restricted dependent marking.
518,301,H,On head.
519,301,H+d,Head marking is dominant. Additional dependent marking with some NPs or under specific morphosyntactic conditions as noted.
520,302,Ø,No marking
521,303,H,On head.
522,304,H,On head.
523,305,H+D,Simultaneously (or mostly simultaneously) on head and dependent
524,306,H,On head.
525,307,Ø,No marking
526,308,D,"On dependent. For zero formative on dependent, code as Ø."
527,309,D,"On dependent. For zero formative on dependent, code as Ø."
528,310,2,Simultaneously markign on head and the dependent
529,310,D,Marking on dependent
530,311,2,Simultaneously markign on head and the dependent
531,311,D,Marking on dependent
532,311,FloatingorClitic,Floating marker or clitic
533,311,H,Marking on head
534,311,Ø,No marking
535,312,2,Simultaneously markign on head and the dependent
536,312,D,Marking on dependent
537,312,FloatingorClitic,Floating marker or clitic
538,312,H,Marking on head
539,312,Ø,No marking
540,313,D,Marking on dependent
541,313,H,Marking on head
542,314,2,Simultaneously markign on head and the dependent
543,314,D,Marking on dependent
544,314,FloatingorClitic,Floating marker or clitic
545,314,H,Marking on head
546,314,Ø,No marking
547,315,2,Simultaneously markign on head and the dependent
548,315,D,Marking on dependent
549,315,FloatingorClitic,Floating marker or clitic
550,315,H,Marking on head
551,315,Ø,No marking
552,316,2,Simultaneously markign on head and the dependent
553,316,D,Marking on dependent
554,317,2,Simultaneously markign on head and the dependent
555,318,2,Simultaneously markign on head and the dependent
556,318,D,Marking on dependent
557,318,FloatingorClitic,Floating marker or clitic
558,318,H,Marking on head
559,318,Ø,No marking
560,319,2,Simultaneously markign on head and the dependent
561,319,D,Marking on dependent
562,319,FloatingorClitic,Floating marker or clitic
563,319,H,Marking on head
564,319,Ø,No marking
565,320,2,Simultaneously markign on head and the dependent
566,320,D,Marking on dependent
567,321,D,Marking on dependent
568,321,H,Marking on head
569,322,D,Marking on dependent
570,323,D,Marking on dependent
571,323,H,Marking on head
572,324,D,Marking on dependent
573,325,D,Marking on dependent
574,326,2,Simultaneously markign on head and the dependent
575,326,D,Marking on dependent
576,326,FloatingorClitic,Floating marker or clitic
577,326,H,Marking on head
578,326,Ø,No marking
579,327,2,Simultaneously markign on head and the dependent
580,328,2,Simultaneously markign on head and the dependent
581,329,2,Simultaneously markign on head and the dependent
582,330,2,Simultaneously markign on head and the dependent
583,331,D,Marking on dependent
584,332,2,Simultaneously markign on head and the dependent
585,333,2,Simultaneously markign on head and the dependent
586,333,D,Marking on dependent
587,333,FloatingorClitic,Floating marker or clitic
588,333,H,Marking on head
589,333,Ø,No marking
590,334,2,Simultaneously markign on head and the dependent
591,334,D,Marking on dependent
592,334,FloatingorClitic,Floating marker or clitic
593,334,H,Marking on head
594,334,Ø,No marking
595,335,2,Simultaneously markign on head and the dependent
596,335,D,Marking on dependent
597,335,FloatingorClitic,Floating marker or clitic
598,335,H,Marking on head
599,335,Ø,No marking
600,335,multiple,multiple different loci
601,336,D,Marking on dependent
602,336,FloatingorClitic,Floating marker or clitic
603,336,H,Marking on head
604,336,Ø,No marking
605,337,D,Marking on dependent
606,337,FloatingorClitic,Floating marker or clitic
607,337,H,Marking on head
608,338,2,Simultaneously markign on head and the dependent
609,338,D,Marking on dependent
610,338,FloatingorClitic,Floating marker or clitic
611,338,H,Marking on head
612,338,Ø,No marking
613,338,multiple,multiple different loci
614,339,D,Marking on dependent
615,339,H,Marking on head
616,339,Ø,No marking
617,340,2,Simultaneously markign on head and the dependent
618,340,D,Marking on dependent
619,340,H,Marking on head
620,340,Ø,No marking
621,341,2,Simultaneously markign on head and the dependent
622,341,D,Marking on dependent
623,341,H,Marking on head
624,342,2,Simultaneously markign on head and the dependent
625,342,D,Marking on dependent
626,342,FloatingorClitic,Floating marker or clitic
627,342,H,Marking on head
628,342,Ø,No marking
629,343,2,Simultaneously markign on head and the dependent
630,343,D,Marking on dependent
631,343,H,Marking on head
632,343,Ø,No marking
633,343,multiple,multiple different loci
634,344,Ø,No marking
635,345,Ø,No marking
636,346,D,Marking on dependent
637,347,D,Marking on dependent
638,347,FloatingorClitic,Floating marker or clitic
639,347,H,Marking on head
640,347,Ø,No marking
641,347,multiple,multiple different loci
642,348,FloatingorClitic,Floating marker or clitic
643,349,2,Simultaneously markign on head and the dependent
644,349,D,Marking on dependent
645,349,FloatingorClitic,Floating marker or clitic
646,349,H,Marking on head
647,349,Ø,No marking
648,350,2,Simultaneously markign on head and the dependent
649,350,D,Marking on dependent
650,350,FloatingorClitic,Floating marker or clitic
651,350,H,Marking on head
652,351,H,Marking on head
653,352,Ø,No marking
654,353,H,Marking on head
655,354,H,Marking on head
656,355,2,Simultaneously markign on head and the dependent
657,356,H,Marking on head
658,357,Ø,No marking
659,358,D,Marking on dependent
660,359,D,Marking on dependent
661,360,2,Simultaneously markign on head and the dependent
662,360,D,Marking on dependent
663,361,2,Simultaneously markign on head and the dependent
664,361,D,Marking on dependent
665,361,D on H,Headward-migrated dependent marking
666,361,F,Floating marker
667,361,H,Marking on head
668,361,Ø,No marking
669,362,2,Simultaneously markign on head and the dependent
670,362,D,Marking on dependent
671,362,F,Floating marker
672,362,H,Marking on head
673,362,Ø,No marking
674,363,D,Marking on dependent
675,363,H,Marking on head
676,364,2,Simultaneously markign on head and the dependent
677,364,D,Marking on dependent
678,364,D on H,Headward-migrated dependent marking
679,364,F,Floating marker
680,364,H,Marking on head
681,364,Ø,No marking
682,365,2,Simultaneously markign on head and the dependent
683,365,D,Marking on dependent
684,365,F,Floating marker
685,365,H,Marking on head
686,365,Ø,No marking
687,366,2,Simultaneously markign on head and the dependent
688,366,D,Marking on dependent
689,367,2,Simultaneously markign on head and the dependent
690,368,2,Simultaneously markign on head and the dependent
691,368,D,Marking on dependent
692,368,D on H,Headward-migrated dependent marking
693,368,H,Marking on head
694,368,Ø,No marking
695,369,2,Simultaneously markign on head and the dependent
696,369,D,Marking on dependent
697,369,D on H,Headward-migrated dependent marking
698,369,F,Floating marker
699,369,H,Marking on head
700,369,Ø,No marking
701,370,2,Simultaneously markign on head and the dependent
702,370,D,Marking on dependent
703,371,D,Marking on dependent
704,371,H,Marking on head
705,372,2,Simultaneously markign on head and the dependent
706,372,D,Marking on dependent
707,373,2,Simultaneously markign on head and the dependent
708,373,D,Marking on dependent
709,374,D,Marking on dependent
710,375,2,Simultaneously markign on head and the dependent
711,376,2,Simultaneously markign on head and the dependent
712,376,D,Marking on dependent
713,376,D on H,Headward-migrated dependent marking
714,376,F,Floating marker
715,376,H,Marking on head
716,376,Ø,No marking
717,377,2,Simultaneously markign on head and the dependent
718,378,2,Simultaneously markign on head and the dependent
719,379,2,Simultaneously markign on head and the dependent
720,380,2,Simultaneously markign on head and the dependent
721,381,2,Simultaneously markign on head and the dependent
722,381,D,Marking on dependent
723,382,2,Simultaneously markign on head and the dependent
724,383,2,Simultaneously markign on head and the dependent
725,383,D,Marking on dependent
726,383,D on H,Headward-migrated dependent marking
727,383,F,Floating marker
728,383,H,Marking on head
729,383,Ø,No marking
730,384,2,Simultaneously markign on head and the dependent
731,384,D,Marking on dependent
732,384,F,Floating marker
733,384,H,Marking on head
734,384,Ø,No marking
735,385,2,Simultaneously markign on head and the dependent
736,385,D,Marking on dependent
737,385,D on H,Headward-migrated dependent marking
738,385,F,Floating marker
739,385,H,Marking on head
740,385,Ø,No marking
741,385,multiple,multiple different loci
742,386,D,Marking on dependent
743,386,F,Floating marker
744,386,H,Marking on head
745,386,Ø,No marking
746,387,D,Marking on dependent
747,387,D on H,Headward-migrated dependent marking
748,387,H,Marking on head
749,388,2,Simultaneously markign on head and the dependent
750,388,D,Marking on dependent
751,388,D on H,Headward-migrated dependent marking
752,388,F,Floating marker
753,388,H,Marking on head
754,388,Ø,No marking
755,388,multiple,multiple different loci
756,389,D,Marking on dependent
757,389,H,Marking on head
758,389,Ø,No marking
759,390,2,Simultaneously markign on head and the dependent
760,390,D,Marking on dependent
761,390,H,Marking on head
762,390,Ø,No marking
763,391,2,Simultaneously markign on head and the dependent
764,391,D,Marking on dependent
765,391,H,Marking on head
766,392,2,Simultaneously markign on head and the dependent
767,392,D,Marking on dependent
768,392,D on H,Headward-migrated dependent marking
769,392,H,Marking on head
770,392,Ø,No marking
771,393,2,Simultaneously markign on head and the dependent
772,393,D,Marking on dependent
773,393,H,Marking on head
774,393,Ø,No marking
775,393,multiple,multiple different loci
776,394,Ø,No marking
777,395,Ø,No marking
778,396,D,Marking on dependent
779,397,D,Marking on dependent
780,397,D on H,Headward-migrated dependent marking
781,397,H,Marking on head
782,397,Ø,No marking
783,397,multiple,multiple different loci
784,398,D on H,Headward-migrated dependent marking
785,399,2,Simultaneously markign on head and the dependent
786,399,D,Marking on dependent
787,399,F,Floating marker
788,399,H,Marking on head
789,399,Ø,No marking
790,400,2,Simultaneously markign on head and the dependent
791,400,D,Marking on dependent
792,400,D on H,Headward-migrated dependent marking
793,400,H,Marking on head
794,401,2,Simultaneously markign on head and the dependent
795,401,H,Marking on head
796,402,Ø,No marking
797,403,H,Marking on head
798,404,H,Marking on head
799,405,2,Simultaneously markign on head and the dependent
800,406,H,Marking on head
801,407,Ø,No marking
802,408,D,Marking on dependent
803,409,D,Marking on dependent
804,491,prae,before the phonological host
805,491,post,after the phonological host
806,491,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
807,491,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
808,491,post (prae),"after the phonological host by default, before the host under exceptional conditions (typically lexical)"
809,491,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
810,491,post/circum,"either after or around the phonological host, conditioned by some structural context (category, syntax etc.)"
811,491,multiple,multiple markers at different positions
812,492,prae,before the phonological host
813,492,in,inside the phonological host
814,492,post,after the phonological host
815,492,simul,"the formative has two exponents at different positions in the phonological host (but it is not the case that one is positioned before and the other after the host, which is coded as “circum”)"
816,492,circum,"the formative has two exponents, one before and one after the phonological host. This is a special case of the “simul” position"
817,492,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
818,492,post (prae),"after the phonological host by default, before the host under exceptional conditions (typically lexical)"
819,492,prae/circum,"either before or around the phonological host, conditioned by some structural context (category, syntax etc.)"
820,492,post/prae (simul),"either before, after or in two or more positions in the phonological host, conditioned by some structural context (category, syntax etc.)"
821,492,prae (in),"before the phonological host by default, inside the host under exceptional conditions (typically lexical)"
822,493,prae,before the phonological host
823,493,post,after the phonological host
824,493,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
825,493,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
826,493,multiple,multiple markers at different positions
827,494,prae,before the phonological host
828,494,post,after the phonological host
829,494,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
830,494,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
831,494,multiple,multiple markers at different positions
832,495,prae,before the phonological host
833,495,post,after the phonological host
834,495,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
835,496,prae,before the phonological host
836,496,post,after the phonological host
837,496,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
838,497,prae,before the phonological host
839,497,post,after the phonological host
840,497,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
841,498,prae,before the phonological host
842,499,prae,before the phonological host
843,499,post,after the phonological host
844,500,prae,before the phonological host
845,500,in,inside the phonological host
846,500,post,after the phonological host
847,500,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
848,500,multiple,multiple markers at different positions
849,501,prae,before the phonological host
850,501,in,inside the phonological host
851,501,post,after the phonological host
852,501,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
853,501,circum (post),"around the phonological host by default, after the host under exceptional conditions (typically lexical)"
854,501,multiple,multiple markers at different positions
855,502,prae,before the phonological host
856,502,post,after the phonological host
857,502,prae/in/post,"either before, inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
858,503,prae,before the phonological host
859,503,post,after the phonological host
860,504,post,after the phonological host
861,504,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
862,505,prae,before the phonological host
863,505,in,inside the phonological host
864,505,post,after the phonological host
865,505,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
866,505,multiple,multiple markers at different positions
867,506,prae,before the phonological host
868,506,in,inside the phonological host
869,506,post,after the phonological host
870,506,prae/in/post,"either before, inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
871,506,multiple,multiple markers at different positions
872,507,prae,before the phonological host
873,507,post,after the phonological host
874,507,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
875,507,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
876,507,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
877,507,multiple,multiple markers at different positions
878,508,prae,before the phonological host
879,508,post,after the phonological host
880,508,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
881,508,in/prae,"either inside or before the phonological host, conditioned by some structural context (category, syntax etc.)"
882,508,multiple,multiple markers at different positions
883,509,prae,before the phonological host
884,510,prae,before the phonological host
885,510,post,after the phonological host
886,511,prae,before the phonological host
887,511,in,inside the phonological host
888,511,post,after the phonological host
889,511,multiple,multiple markers at different positions
890,512,prae,before the phonological host
891,512,post,after the phonological host
892,512,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
893,512,prae (post),"before the phonological host by default, after the host under exceptional conditions (typically lexical)"
894,513,prae,before the phonological host
895,514,prae,before the phonological host
896,514,post,after the phonological host
897,515,prae,before the phonological host
898,515,post,after the phonological host
899,516,prae,before the phonological host
900,516,in,inside the phonological host
901,516,post,after the phonological host
902,516,multiple,multiple markers at different positions
903,517,post,after the phonological host
904,518,in,inside the phonological host
905,518,post,after the phonological host
906,519,post,after the phonological host
907,520,prae,before the phonological host
908,520,in,inside the phonological host
909,520,post,after the phonological host
910,520,in (post),"inside the phonological host by default, after the host under exceptional conditions (typically lexical)"
911,521,prae,before the phonological host
912,521,in,inside the phonological host
913,521,post,after the phonological host
914,521,multiple,multiple markers at different positions
915,522,post,after the phonological host
916,524,prae,before the phonological host
917,524,in,inside the phonological host
918,524,post,after the phonological host
919,525,post,after the phonological host
920,525,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
921,526,prae,before the phonological host
922,526,post,after the phonological host
923,526,multiple,multiple markers at different positions
924,528,post,after the phonological host
925,529,prae,before the phonological host
926,529,post,after the phonological host
927,530,post,after the phonological host
928,531,post,after the phonological host
929,531,simul (post),"in two or more different positions in the phonological host by default, after the host under exceptional conditions (typically lexical)"
930,532,prae,before the phonological host
931,532,post,after the phonological host
932,533,prae,before the phonological host
933,533,post,after the phonological host
934,534,post,after the phonological host
935,535,post,after the phonological host
936,536,post,after the phonological host
937,537,post,after the phonological host
938,538,prae,before the phonological host
939,538,post,after the phonological host
940,539,post,after the phonological host
941,540,post,after the phonological host
942,541,post,after the phonological host
943,542,prae,before the phonological host
944,543,post,after the phonological host
945,544,post,after the phonological host
946,548,prae,Marker occurs before its phonological host
947,548,post,Marker occurs after its phonological host
948,548,split,Marker has multiple parts that occur at different positions
949,548,multiple,multiple markers at different positions
950,549,prae,Marker occurs before its phonological host
951,549,in/simul,Marker occurs inside its phonological host
952,549,post,Marker occurs after its phonological host
953,549,split,Marker has multiple parts that occur at different positions
954,550,prae,Marker occurs before its phonological host
955,550,post,Marker occurs after its phonological host
956,550,split,Marker has multiple parts that occur at different positions
957,550,multiple,multiple markers at different positions
958,551,prae,Marker occurs before its phonological host
959,551,post,Marker occurs after its phonological host
960,551,split,Marker has multiple parts that occur at different positions
961,551,multiple,multiple markers at different positions
962,552,prae,Marker occurs before its phonological host
963,552,post,Marker occurs after its phonological host
964,552,split,Marker has multiple parts that occur at different positions
965,553,prae,Marker occurs before its phonological host
966,553,post,Marker occurs after its phonological host
967,553,split,Marker has multiple parts that occur at different positions
968,554,prae,Marker occurs before its phonological host
969,554,post,Marker occurs after its phonological host
