"LID","VAgreement.Presence.v2","Flexivity.Presence","FlexivityLexical.Presence","Polyexponence.Presence","FlexivityNoun.Presence","FlexivityVerb.Presence","FlexivityLexicalNoun.Presence","FlexivityLexicalVerb.Presence","PolyexponenceNoun.Presence","PolyexponenceVerb.Presence","SlotsWithZerosPost.n","SlotsWithZerosPrae.n"
2335,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,
2340,,,,TRUE,,,,,TRUE,,,
2359,,FALSE,,FALSE,,,,,,,,
2360,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,12,3
2371,FALSE,FALSE,,FALSE,,,,,,,,
2378,,,,,,,,,,,,
2388,TRUE,,,,,,,,,,,
2391,TRUE,FALSE,,FALSE,,,,,,,,
2393,TRUE,,,,,,,,,,,
2402,FALSE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
2412,TRUE,,,TRUE,,,,,,FALSE,,
2416,TRUE,,,TRUE,,,,,TRUE,,,
2417,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
2434,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2440,,,,,,,,,,,,
2447,TRUE,,,TRUE,,,,,,TRUE,7,
2450,TRUE,,,,,,,,,,,
2453,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2455,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,,
2456,FALSE,,,,,,,,,,,
2459,,TRUE,FALSE,TRUE,TRUE,,FALSE,,TRUE,,,
2470,,,,,,,,,,,,
2471,TRUE,TRUE,,TRUE,,,,,,,,
2476,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,11
2498,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2500,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
2508,TRUE,,,,,,,,,,,
2513,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2514,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,,FALSE,TRUE,,
2534,,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
2536,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2537,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2539,TRUE,,,FALSE,,,,,,,,
2544,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,1,5
2548,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2551,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,15,2
2554,,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2556,TRUE,FALSE,,FALSE,,,,,,,,
2557,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2562,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,FALSE,,,
2563,TRUE,,,,,,,,,,,
2564,TRUE,,,FALSE,,,,,,,,
2572,TRUE,,,,,,,,,,,
2577,TRUE,,,,,,,,,,,
2580,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2586,TRUE,,,TRUE,,,,,,TRUE,,
2591,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,TRUE,,
2607,FALSE,FALSE,,FALSE,,,,,,,,
2617,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
2628,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,6,4
2638,FALSE,,,,,,,,,,,
2641,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1
2645,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2657,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,
2662,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
2666,TRUE,TRUE,,FALSE,,,,,,,,
2667,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2668,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,12,3
2672,TRUE,,,,,,,,,,,
2681,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,,,,
2690,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2695,TRUE,FALSE,,FALSE,,,,,,,,
2706,,,,,,,,,,,,
2707,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
2716,TRUE,,,,,,,,,,,
2722,,,,,,,,,,,,
2723,,TRUE,TRUE,,TRUE,,TRUE,,,,,
2726,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,FALSE,TRUE,,
2727,,FALSE,,FALSE,,,,,,,,
2729,TRUE,FALSE,,FALSE,,,,,,,,
2736,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
2742,,,,,,,,,,,,
2761,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,
2770,TRUE,,,,,,,,,,,
2772,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,2,2
2779,TRUE,,,,,,,,,,,
2790,FALSE,,,FALSE,,,,,,,,
2797,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
2801,FALSE,FALSE,,FALSE,,,,,,,,
2814,TRUE,,,FALSE,,,,,FALSE,,,
2824,FALSE,,,FALSE,,,,,FALSE,,,
2826,TRUE,,,,,,,,,,,
2828,FALSE,,,,,,,,,,,
2831,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,
2832,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,
2833,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
2843,,,,,,,,,,,,
2845,,FALSE,FALSE,,FALSE,,FALSE,,,,,
2848,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2854,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
2855,TRUE,,,,,,,,,,,
2856,TRUE,,,,,,,,,,,
2862,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,11,5
2863,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,10,5
2864,,,,FALSE,,,,,FALSE,,,
2865,TRUE,FALSE,FALSE,TRUE,,,,,,TRUE,16,
2869,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,
2871,FALSE,,,FALSE,,,,,,,,
2873,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,11,4
2878,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2882,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,4,3
2883,TRUE,,,TRUE,,,,,TRUE,,,
2885,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2886,TRUE,,,FALSE,,,,,FALSE,,,
2893,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
2897,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
2900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
2903,,,,,,,,,,,,
2904,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2916,TRUE,,,,,,,,,,,
2918,TRUE,,,TRUE,,,,,TRUE,,,
2919,TRUE,,,TRUE,,,,,TRUE,,,
2920,,,,,,,,,,,,
2922,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
2923,,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
2924,,,,TRUE,,,,,TRUE,,,
2925,,,,,,,,,,,,
2927,,,,FALSE,,,,,FALSE,,,
2929,,,,TRUE,,,,,FALSE,,,
2930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,
2934,FALSE,,,FALSE,,,,,,,,
2935,TRUE,,,FALSE,,,,,,,,
2936,TRUE,,,,,,,,,,,
2939,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2943,TRUE,,,FALSE,,,,,,,,
2944,FALSE,,,,,,,,,,,
2949,TRUE,,,,,,,,,,,
2951,TRUE,,,TRUE,,,,,FALSE,TRUE,,2
2954,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2956,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,18,
2958,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,8
2969,TRUE,FALSE,,FALSE,,,,,,,,
2971,,,,FALSE,,,,,,,,
2972,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,
2973,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,1
2974,FALSE,,,,,,,,,,,
2975,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
2980,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,14,
2982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,5
2983,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2984,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2987,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,
2989,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2990,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2992,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
2993,TRUE,FALSE,,FALSE,,,,,,,,
2994,TRUE,,TRUE,FALSE,,,TRUE,,,,,
2996,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,9,1
2997,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,5
2998,TRUE,,,TRUE,,,,,,TRUE,10,
2999,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,10,
3006,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,FALSE,,,
3007,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,20,
3009,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3010,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,12,
3012,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3015,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
3018,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,
3022,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
3024,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,FALSE,TRUE,,
3028,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
3032,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
3034,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,1
3037,FALSE,FALSE,,FALSE,,,,,,,,
3038,TRUE,FALSE,FALSE,TRUE,,,,,,TRUE,,
3039,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,7
3040,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,7
3042,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,7
3044,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,9,
3045,FALSE,FALSE,,TRUE,,,,,,,,
3046,FALSE,,,,,,,,,,,
3047,FALSE,FALSE,,FALSE,,,,,,,,
3049,FALSE,,,FALSE,,,,,,,,
3051,TRUE,FALSE,,FALSE,,,,,,,,
3052,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3053,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
3054,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3058,,FALSE,,FALSE,,,,,,,,
3059,TRUE,FALSE,,TRUE,,,,,,,,
3060,TRUE,FALSE,,FALSE,,,,,,,,
3062,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,9,
3063,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,FALSE,,,
3064,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
3068,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,12
3069,TRUE,,,TRUE,,,,,,TRUE,,17
3070,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
3072,FALSE,FALSE,,FALSE,,,,,,,,
3075,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
3081,TRUE,FALSE,,FALSE,,,,,,,,
3085,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
3092,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,5,
3093,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,5,
3095,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,
3096,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,5,
3099,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
3101,TRUE,TRUE,,TRUE,,,,,,,,
3117,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,6,
3131,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
3143,TRUE,,,,,,,,,,,
3156,,,,TRUE,,,,,,TRUE,,
3173,TRUE,,,,,,,,,,,
3206,TRUE,FALSE,,FALSE,,,,,,,,
3213,TRUE,,,TRUE,,,,,,TRUE,,
3229,TRUE,,,,,,,,,,,
3232,TRUE,,,,,,,,,,,
3235,TRUE,,,,,,,,,,,
3239,TRUE,,,,,,,,,,,
3240,TRUE,,,,,,,,,,,
3243,TRUE,,,,,,,,,,,
3249,TRUE,,,TRUE,,,,,,TRUE,,
3250,TRUE,FALSE,FALSE,,,FALSE,,FALSE,,,,
3251,,,,TRUE,,,,,,TRUE,,
3252,,,,TRUE,,,,,,TRUE,,
3254,,,,TRUE,,,,,,TRUE,,12
3261,TRUE,,,TRUE,,,,,,TRUE,,1
3262,,,,TRUE,,,,,,TRUE,,
3263,TRUE,,,TRUE,,,,,,TRUE,,
3264,TRUE,,,TRUE,,,,,,TRUE,,
3269,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,2
3272,TRUE,,,,,,,,,,,
3278,TRUE,,,,,,,,,,,
3298,FALSE,,,,,,,,,,,
3301,FALSE,,,,,,,,,,,
3305,TRUE,,,TRUE,,,,,,TRUE,,
3306,,,,TRUE,,,,,,TRUE,,
3311,TRUE,,,,,,,,,,,
3312,TRUE,,,,,,,,,,,
3313,TRUE,,,,,,,,,,,
3314,FALSE,,,,,,,,,,,
3315,FALSE,,,,,,,,,,,
3318,FALSE,,,,,,,,,,,
3320,,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
3322,,TRUE,,FALSE,TRUE,,,,FALSE,,,
3326,TRUE,,,,,,,,,,,
3331,TRUE,,,,,,,,,,,
