"LID","IndividualPredicateMeaning","PredicateSemanticMalchukovClass","ValClassLabel","ValClassDescription","ValClassDiscourseFreq","ValClassID","ValClassSize","PredicateSemanticClass"
162,"hit","Malch_contact","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","hit"
162,"lend","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","change_of_possession"
162,"wrap","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","put_pour_spray_load_fill"
162,"consider_smb_smth","Malch_perception_cognition","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","name"
162,"elect_smb_smth","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","name"
162,"attach","Malch_contact","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","combine_attach"
162,"hang","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","put_pour_spray_load_fill"
162,"provide","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","change_of_possession"
162,"detach","Malch_contact","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","separate_disassemble"
162,"save_from","Malch_other","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","help"
162,"rub","Malch_contact","AERG TABS GLOC","AERG TABS GADESS: wugun ‘A (temporarily) gives T to G’, agudun ‘A brings T closer to G’	 
AERG TABS GADEL: ‘to take smth away from smb’, ‘to ask smo for smth’, ‘to wipe smth with smth, to rub smth along smth’
AERG TABS GPOESS: ‘to attach smth to smth’, ‘to devide smth into smth’, to convince smb of smth’, ‘to hit smth against smth’, ‘to attach smth to smth’
AERG TABS GPOEL: ‘to take smth off smth/from smb’ 
AERG TABS GSBESS: ’to put smth under smth, to wrap smth into smth’, ‘to attach smth to smth’, ‘to touch smth/smb with smth (lit. e.g. to touch hand on smb.) (Witzlack: this might be a complex predicate, like in Chechen > not coded)
AERG TABS GSBEL: ’to hang smth on smth’, ’to make smb to smb’, ’to save smb from smth’, ’to elect smb smb’
AERG TABS GSRESS: ‘to marry smb off to smb’, ‘to entrust smth to smb’, ‘to devide smth into smth’, ‘to put smth on smth’
AERG TABS GSREL: ‘to take away from’, ‘to wrap smth around smth’, ‘to pour smth over smth’, ‘to stroke smth with smth’, 
AERG TABS GSRDIR:  ’to supply smb with smth’, ’to equip smth with smth’
AERG TABS LINESS: ‘to push smb with smth, to kick smb with smth’
AERG TABS GINEL: ‘to consider smb smb’","infrequent",393,"very big (>40-50 verbs)","spread_apply"
2081,"meet","Malch_contact","ANOM in any aspect","bheṭ ‘meet’, samazd ‘understand, 'win', 'bite' do not take ERG in the perfective aspect (Pandharipande1997Marathi: 132, 401)","frequent",394,"very small (<5 verbs)","social_interaction"
2081,"understand","Malch_perception_cognition","ANOM in any aspect","bheṭ ‘meet’, samazd ‘understand, 'win', 'bite' do not take ERG in the perfective aspect (Pandharipande1997Marathi: 132, 401)","frequent",394,"very small (<5 verbs)","cognition"
2081,"bite","Malch_contact","ANOM in any aspect","bheṭ ‘meet’, samazd ‘understand, 'win', 'bite' do not take ERG in the perfective aspect (Pandharipande1997Marathi: 132, 401)","frequent",394,"very small (<5 verbs)","hit"
2081,"defeat","Malch_effective_action","ANOM in any aspect","bheṭ ‘meet’, samazd ‘understand, 'win', 'bite' do not take ERG in the perfective aspect (Pandharipande1997Marathi: 132, 401)","frequent",394,"very small (<5 verbs)","fight"
2081,"move_(to)","Malch_motion","PDAT (no NOM)","motion verbs (go to)","frequent",395,"small (<10 verbs)","motion"
2081,"go","Malch_motion","PDAT (no NOM)","motion verbs (go to)","frequent",395,"small (<10 verbs)","motion"
2081,"move_(to)","Malch_motion","PLOC (no NOM)","motion verbs (go to)","frequent",396,"small (<10 verbs)","motion"
2081,"go","Malch_motion","PLOC (no NOM)","motion verbs (go to)","frequent",396,"small (<10 verbs)","motion"
535,"move_(to)","Malch_motion","ANOM PLOC","come from, go to","frequent",397,"big (>20 verbs)","motion"
535,"go","Malch_motion","ANOM PLOC","come from, go to","frequent",397,"big (>20 verbs)","motion"
535,"come_from","Malch_motion","ANOM PLOC","come from, go to","frequent",397,"big (>20 verbs)","motion"
2985,"nonspecific_perception","Malch_perception_cognition","ANOM PLOC","utterance verbs, verbs of perception, e.g. fanga ‘say’, tanga ‘speak’, tahang ‘ask’, ananra ‘tell’, mahi ‘perceive’
split as in default predicates","frequent",399,,"perception"
2985,"say","Malch_other","ANOM PLOC","utterance verbs, verbs of perception, e.g. fanga ‘say’, tanga ‘speak’, tahang ‘ask’, ananra ‘tell’, mahi ‘perceive’
split as in default predicates","frequent",399,,"communication"
2985,"speak","Malch_other","ANOM PLOC","utterance verbs, verbs of perception, e.g. fanga ‘say’, tanga ‘speak’, tahang ‘ask’, ananra ‘tell’, mahi ‘perceive’
split as in default predicates","frequent",399,,"communication"
2985,"ask","Malch_other","ANOM PLOC","utterance verbs, verbs of perception, e.g. fanga ‘say’, tanga ‘speak’, tahang ‘ask’, ananra ‘tell’, mahi ‘perceive’
split as in default predicates","frequent",399,,"communication"
2985,"look_at","Malch_perception_cognition","ANOM PREC","e.g. roa ‘watch, look at’, firei ‘run after’
split as in default predicates","frequent",400,"very big (>40-50 verbs)","perception"
2985,"no_details","Malch_other","ANOM PREC","e.g. roa ‘watch, look at’, firei ‘run after’
split as in default predicates","frequent",400,"very big (>40-50 verbs)",
2985,"follow","Malch_pursuit","ANOM PREC","e.g. roa ‘watch, look at’, firei ‘run after’
split as in default predicates","frequent",400,"very big (>40-50 verbs)","persuit"
2985,"hug","Malch_contact","ANOM PREC","e.g. roa ‘watch, look at’, firei ‘run after’
split as in default predicates","frequent",400,"very big (>40-50 verbs)","touch"
2985,"forget","Malch_perception_cognition","ALOC PPAT","e.g. yongfi ‘forget’
split as in default predicates","infrequent",401,,"cognition"
2985,"nonspecific_emotion","Malch_emotion","AREC PLOC","experiencer verbs, e.g. hanra ‘miss’
split as in default predicates","infrequent",402,,"emotion"
2985,"miss_long_for","Malch_emotion","AREC PLOC","experiencer verbs, e.g. hanra ‘miss’
split as in default predicates","infrequent",402,,"emotion"
2985,"fall","Malch_motion","APAT PREC","uncaused motion, e.g. yei ‘fall’
split as in default predicates","infrequent",403,,"motion"
99,"forget","Malch_perception_cognition","AERG P","predicates with ERG Atr depending on ‘conscious choice’ or volitionality (alternation possible only in perfective): sɑmɑjh ‘understand, suppose’, bhul  ‘forget’, jan ‘give birth (to)’, phãd ‘leap over’, bak ‘to talk nonsense’, har ‘lose, be defeated’(Butt 2001: 127, following Davison 1999)","infrequent",404,"small (<10 verbs)","cognition"
99,"understand","Malch_perception_cognition","AERG P","predicates with ERG Atr depending on ‘conscious choice’ or volitionality (alternation possible only in perfective): sɑmɑjh ‘understand, suppose’, bhul  ‘forget’, jan ‘give birth (to)’, phãd ‘leap over’, bak ‘to talk nonsense’, har ‘lose, be defeated’(Butt 2001: 127, following Davison 1999)","infrequent",404,"small (<10 verbs)","cognition"
99,"give_birth_to","Malch_other","AERG P","predicates with ERG Atr depending on ‘conscious choice’ or volitionality (alternation possible only in perfective): sɑmɑjh ‘understand, suppose’, bhul  ‘forget’, jan ‘give birth (to)’, phãd ‘leap over’, bak ‘to talk nonsense’, har ‘lose, be defeated’(Butt 2001: 127, following Davison 1999)","infrequent",404,"small (<10 verbs)","diseases_and_bodily_states"
99,"lose","Malch_other","AERG P","predicates with ERG Atr depending on ‘conscious choice’ or volitionality (alternation possible only in perfective): sɑmɑjh ‘understand, suppose’, bhul  ‘forget’, jan ‘give birth (to)’, phãd ‘leap over’, bak ‘to talk nonsense’, har ‘lose, be defeated’(Butt 2001: 127, following Davison 1999)","infrequent",404,"small (<10 verbs)","fight"
99,"jump_over","Malch_motion","AERG P","predicates with ERG Atr depending on ‘conscious choice’ or volitionality (alternation possible only in perfective): sɑmɑjh ‘understand, suppose’, bhul  ‘forget’, jan ‘give birth (to)’, phãd ‘leap over’, bak ‘to talk nonsense’, har ‘lose, be defeated’(Butt 2001: 127, following Davison 1999)","infrequent",404,"small (<10 verbs)","motion"
99,"be_surprised","Malch_emotion","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"emotion"
99,"love","Malch_emotion","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"emotion"
99,"want","Malch_sensation","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"desideration"
99,"appear","Malch_other","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"appearance_disappearance"
99,"know","Malch_perception_cognition","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"cognition"
99,"hear","Malch_perception_cognition","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"perception"
99,"see","Malch_perception_cognition","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"perception"
99,"be_interested_in","Malch_perception_cognition","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"cognition"
99,"hate","Malch_emotion","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"emotion"
99,"hope","Malch_emotion","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"emotion"
99,"doubt","Malch_perception_cognition","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"cognition"
99,"need","Malch_other","ADAT P","feelings and emotions (prem / pyār /nafrat honā ‘to love/ to hate’,śauq honā  ‘to have a taste for’); 
wish (icchā honā  ‘to wish’, ummīd honā ‘to hope’);
surprise (āścāryal hairānś ‘to be surprised’);
perception (dikhāī denā ‘to appear, sunāf denā ‘to be audible’), cognition (patā or mālūm honā ‘to know’, yād honā ‘to remember’, rucī or dilcasp honā ‘to be interested’, śak honā ‘to doubt’), 
as well as more stative predicates if transient (ādat ‘have the habit’, fursat honā ‘have the leisure’, kamī honā ‘to lack’, zarūrat  honā ‘to need’)","infrequent",405,,"necessity"
