"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"Locus_per_language","Locus.A.default.if.Pro","Locus.A.default.if.Pro","single aggregated entry per language","derived","data","categorical",3,14,14,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.SAP","Locus.A.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.exp","Locus.A.exp","single aggregated entry per language","derived","data","categorical",3,8,8,"Locus of marking the role ""A-exp"""
"Locus_per_language","Locus.A.poss","Locus.A.poss","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""A-poss"""
"Locus_per_language","Locus.Act","Locus.Act","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""Act"""
"Locus_per_language","LocusARG.hm.Presence","LocusARG.hm","single aggregated entry per language","derived","data","logical",2,330,330,"Presence of basic default head marking of any argument"
"Locus_per_language","Locus.ATTR.default","Locus.ATTR.default","single aggregated entry per language","derived","data","categorical",10,161,161,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.ATTR.default.elsewhere","Locus.ATTR.default.elsewhere","single aggregated entry per language","derived","data","categorical",4,12,12,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.B.ben","Locus.B.ben","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-ben"""
"Locus_per_language","Locus.B.default","Locus.B.default","single aggregated entry per language","derived","data","categorical",14,204,204,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.elsewhere","Locus.B.default.elsewhere","single aggregated entry per language","derived","data","categorical",5,11,11,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.if.Pro","Locus.B.default.if.Pro","single aggregated entry per language","derived","data","categorical",6,12,12,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.rec","Locus.B.rec","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-rec"""
"Locus_per_language","Locus.G.default","Locus.G.default","single aggregated entry per language","derived","data","categorical",2,5,5,"Locus of marking the role ""G-default"""
"Locus_per_language","Locus.I.default","Locus.I.default","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""I-default"""
"Locus_per_language","LocusP","LocusP","single aggregated entry per language","derived","data","categorical",17,328,328,"Locus of marking of P"
"Locus_per_language","Locus.Pat","Locus.Pat","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""Pat"""
"Locus_per_language","LocusPOSS","LocusPOSS","single aggregated entry per language","derived","data","categorical",19,318,318,"Locus of marking of POSS"
"Locus_per_language","Locus.POSS.default","Locus.POSS.default","single aggregated entry per language","derived","data","categorical",19,318,318,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.1PERS","Locus.POSS.default.if.1PERS","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.alien","Locus.POSS.default.if.N.alien","single aggregated entry per language","derived","data","categorical",4,4,4,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.inal","Locus.POSS.default.if.N.inal","single aggregated entry per language","derived","data","categorical",5,21,21,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.kin","Locus.POSS.default.if.N.kin","single aggregated entry per language","derived","data","categorical",1,4,4,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N","Locus.POSS.default.if.N","single aggregated entry per language","derived","data","categorical",4,7,7,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N_or_Pro","Locus.POSS.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.elsewhere","Locus.POSS.default.elsewhere","single aggregated entry per language","derived","data","categorical",15,66,66,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.Pro","Locus.POSS.default.if.Pro","single aggregated entry per language","derived","data","categorical",9,44,44,"Locus of marking the role ""POSS-default"""
"Locus_per_language","LocusS","LocusS","single aggregated entry per language","derived","data","categorical",16,324,324,"Locus of marking of S"
"Locus_per_language","Locus.S.default","Locus.S.default","single aggregated entry per language","derived","data","categorical",16,324,324,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.N_or_Pro","Locus.S.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.elsewhere","Locus.S.default.elsewhere","single aggregated entry per language","derived","data","categorical",7,26,26,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.Pro","Locus.S.default.if.Pro","single aggregated entry per language","derived","data","categorical",4,15,15,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.SAP","Locus.S.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.T.def","Locus.T.def","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-def"""
"Locus_per_language","Locus.T.default","Locus.T.default","single aggregated entry per language","derived","data","categorical",8,30,30,"Locus of marking the role ""T-default"""
"Locus_per_language","Locus.T.default.elsewhere","Locus.T.default.elsewhere","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-default"""
"Locus_per_language","Locus.T.emp","Locus.T.emp","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-emp"""
"Locus_per_language","Locus.U.def","Locus.U.def","single aggregated entry per language","derived","data","categorical",3,3,3,"Locus of marking the role ""U-def"""
"Locus_per_language","Locus.U.default","Locus.U.default","single aggregated entry per language","derived","data","categorical",17,324,324,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.1PERS","Locus.U.default.if.1PERS","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.N","Locus.U.default.if.N","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.elsewhere","Locus.U.default.elsewhere","single aggregated entry per language","derived","data","categorical",10,41,41,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.Pro","Locus.U.default.if.Pro","single aggregated entry per language","derived","data","categorical",6,23,23,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.SAP","Locus.U.default.if.SAP","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.emp","Locus.U.emp","single aggregated entry per language","derived","data","categorical",2,3,3,"Locus of marking the role ""U-emp"""
"Locus_per_language","Locus.U.ref","Locus.U.ref","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-ref"""
"Locus_per_language","Locus.U.stim","Locus.U.stim","single aggregated entry per language","derived","data","categorical",3,8,8,"Locus of marking the role ""U-stim"""
"Locus_per_language","LocusA.binned5","LocusA","single aggregated entry per language","derived","data","categorical",6,328,328,"Locus of marking of A (see LocusA), binned into 5 basic types"
"Locus_per_language","Locus.A.default.binned5","Locus.A.default","single aggregated entry per language","derived","data","categorical",6,326,326,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.N.binned5","Locus.A.default.if.N","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.N_or_Pro.binned5","Locus.A.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.elsewhere.binned5","Locus.A.default.elsewhere","single aggregated entry per language","derived","data","categorical",5,18,18,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.Pro.binned5","Locus.A.default.if.Pro","single aggregated entry per language","derived","data","categorical",3,14,14,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.SAP.binned5","Locus.A.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.exp.binned5","Locus.A.exp","single aggregated entry per language","derived","data","categorical",2,8,8,"Locus of marking the role ""A-exp"""
"Locus_per_language","Locus.A.poss.binned5","Locus.A.poss","single aggregated entry per language","derived","data","categorical",1,2,2,"Locus of marking the role ""A-poss"""
"Locus_per_language","Locus.Act.binned5","Locus.Act","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""Act"""
"Locus_per_language","Locus.ATTR.default.binned5","Locus.ATTR.default","single aggregated entry per language","derived","data","categorical",6,161,161,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.ATTR.default.elsewhere.binned5","Locus.ATTR.default.elsewhere","single aggregated entry per language","derived","data","categorical",3,12,12,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.B.ben.binned5","Locus.B.ben","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-ben"""
"Locus_per_language","Locus.B.default.binned5","Locus.B.default","single aggregated entry per language","derived","data","categorical",6,204,204,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.elsewhere.binned5","Locus.B.default.elsewhere","single aggregated entry per language","derived","data","categorical",4,11,11,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.if.Pro.binned5","Locus.B.default.if.Pro","single aggregated entry per language","derived","data","categorical",4,12,12,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.rec.binned5","Locus.B.rec","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-rec"""
"Locus_per_language","Locus.G.default.binned5","Locus.G.default","single aggregated entry per language","derived","data","categorical",2,5,5,"Locus of marking the role ""G-default"""
"Locus_per_language","Locus.I.default.binned5","Locus.I.default","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""I-default"""
"Locus_per_language","LocusP.binned5","LocusP","single aggregated entry per language","derived","data","categorical",6,328,328,"Locus of marking of P (see LocusP), binned into 5 basic types"
"Locus_per_language","Locus.Pat.binned5","Locus.Pat","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""Pat"""
"Locus_per_language","LocusPOSS.binned5","LocusPOSS","single aggregated entry per language","derived","data","categorical",5,318,318,"Locus of marking of POSS (see LocusPOSS), binned into 5 basic types"
"Locus_per_language","Locus.POSS.default.binned5","Locus.POSS.default","single aggregated entry per language","derived","data","categorical",5,318,318,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.1PERS.binned5","Locus.POSS.default.if.1PERS","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.binned5","Locus.POSS.default.if.N","single aggregated entry per language","derived","data","categorical",4,7,7,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.alien.binned5","Locus.POSS.default.if.N.alien","single aggregated entry per language","derived","data","categorical",3,4,4,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.inal.binned5","Locus.POSS.default.if.N.inal","single aggregated entry per language","derived","data","categorical",4,21,21,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N.kin.binned5","Locus.POSS.default.if.N.kin","single aggregated entry per language","derived","data","categorical",1,4,4,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.N_or_Pro.binned5","Locus.POSS.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.elsewhere.binned5","Locus.POSS.default.elsewhere","single aggregated entry per language","derived","data","categorical",6,66,66,"Locus of marking the role ""POSS-default"""
"Locus_per_language","Locus.POSS.default.if.Pro.binned5","Locus.POSS.default.if.Pro","single aggregated entry per language","derived","data","categorical",5,44,44,"Locus of marking the role ""POSS-default"""
"Locus_per_language","LocusS.binned5","LocusS","single aggregated entry per language","derived","data","categorical",6,324,324,"Locus of marking of S (see LocusS), binned into 5 basic types"
"Locus_per_language","Locus.S.default.binned5","Locus.S.default","single aggregated entry per language","derived","data","categorical",6,324,324,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.N_or_Pro.binned5","Locus.S.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.elsewhere.binned5","Locus.S.default.elsewhere","single aggregated entry per language","derived","data","categorical",5,26,26,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.Pro.binned5","Locus.S.default.if.Pro","single aggregated entry per language","derived","data","categorical",4,15,15,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.S.default.if.SAP.binned5","Locus.S.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""S-default"""
"Locus_per_language","Locus.T.def.binned5","Locus.T.def","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-def"""
"Locus_per_language","Locus.T.default.binned5","Locus.T.default","single aggregated entry per language","derived","data","categorical",5,30,30,"Locus of marking the role ""T-default"""
"Locus_per_language","Locus.T.default.elsewhere.binned5","Locus.T.default.elsewhere","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-default"""
"Locus_per_language","Locus.T.emp.binned5","Locus.T.emp","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""T-emp"""
"Locus_per_language","Locus.U.def.binned5","Locus.U.def","single aggregated entry per language","derived","data","categorical",2,3,3,"Locus of marking the role ""U-def"""
"Locus_per_language","Locus.U.default.binned5","Locus.U.default","single aggregated entry per language","derived","data","categorical",6,324,324,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.1PERS.binned5","Locus.U.default.if.1PERS","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.N.binned5","Locus.U.default.if.N","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.elsewhere.binned5","Locus.U.default.elsewhere","single aggregated entry per language","derived","data","categorical",5,41,41,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.Pro.binned5","Locus.U.default.if.Pro","single aggregated entry per language","derived","data","categorical",5,23,23,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.default.if.SAP.binned5","Locus.U.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,2,2,"Locus of marking the role ""U-default"""
"Locus_per_language","Locus.U.emp.binned5","Locus.U.emp","single aggregated entry per language","derived","data","categorical",1,3,3,"Locus of marking the role ""U-emp"""
"Locus_per_language","Locus.U.ref.binned5","Locus.U.ref","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""U-ref"""
"Locus_per_language","Locus.U.stim.binned5","Locus.U.stim","single aggregated entry per language","derived","data","categorical",2,8,8,"Locus of marking the role ""U-stim"""
"Locus_per_macrorelation","LocusMacrorelationsRelation.binned6","LocusMacrorelationsRelation","multiple entries per language","derived","data","categorical",8,1455,330,"Locus of marking of syntactic macrorelations (see LocusMacrorelation), binned into 6 basic types; default locus only (i.e. not specified by any syntactic or semantic condition; for nondefault loci see the LocusMicrorelations variables)"
"Locus_per_macrorelation","LocusMacrorelations","LocusMacrorelations","multiple entries per language","derived","data","categorical",29,1459,330,"Locus of marking of syntactic macrorelations; default locus only (i.e. not specified by any syntactic or semantic condition)"
"Locus_per_macrorelation","LocusMacrorelationsRelation","LocusMacrorelationsRelation","multiple entries per language","derived","condition","categorical",5,1469,330,"Type of syntactic relation about which the locus is specified. The categories are derived from choosing whichever entry there is for A, P, S, POSS and ATTR (as defined in LocusMicrorelationsRelation.binned5); if there are several entries, we pick the one marked as the default for locus of marking"
"Locus_per_macrorelation","LocusMacrorelations.binned5","LocusMacrorelations","multiple entries per language","derived","data","categorical",6,1459,330,"Locus of marking of syntactic dependency relations (see LocusMacrorelation), binned into 5 basic types; default locus only (i.e. not specified by any syntactic or semantic condition; for nondefault loci see the LocusMicrorelations variables)"
"Locus_per_microrelation","LocusMicrorelations.binned6","LocusMicrorelations","multiple entries per language","derived","data","categorical",8,2059,330,"Locus of marking of syntactic dependency relations (see LocusMicrorelation), binned into 6 basic types"
"Locus_per_microrelation","LocusMicrorelationDefaultStatus","LocusMicrorelationDefault","multiple entries per language","by hand","condition","categorical",2,2067,330,"Whether or not the given locus of marking is the default for a specific microrelation or whether it is conditioned by a specific feature as specified in the variable “LocusMicrorelationCatCondition”"
"Locus_per_microrelation","LocusMicrorelations","LocusMicrorelations","multiple entries per language","derived","data","categorical",32,2067,330,"Locus of marking of syntactic dependency relations, as defined in Bickel & Nichols 2007"
"Locus_per_microrelation","LocusMicrorelationsRelation.binned5","LocusMicrorelationsRelation","multiple entries per language","derived","condition","categorical",5,2065,330,"Syntactic relation about which the locus is specified, binned into five macrorelations"
"Locus_per_microrelation","LocusMicrorelationCategoryCondition","LocusMicrorelationCategoryCondition","multiple entries per language","derived","condition","categorical",13,252,330,"Category that conditions the appearance of a non-default locus of marking in a given microrelation"
"Locus_per_microrelation","LocusMicrorelations.binned5","LocusMicrorelations","multiple entries per language","derived","data","categorical",6,2067,330,"Locus of marking of syntactic dependency relations (see LocusMicrorelation), binned into 5 basic types"
"Locus_per_microrelation","LocusMicrorelationsRelation","LocusMicrorelationsRelation","multiple entries per language","derived","condition","categorical",23,2067,330,"Syntactic relation about which the locus is specified"
"Markers_per_language","BehaviorCase.binned4","BehaviorCase","single aggregated entry per language","derived","data","categorical",4,100,100,"Positional behavior of the exemplar case marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5), binned"
"Markers_per_language","BehaviorNeg.binned4","BehaviorNeg","single aggregated entry per language","derived","data","categorical",3,50,50,"Positional behavior of the exemplar negation marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5), binned"
"Markers_per_language","BehaviorNounPlural.binned4","BehaviorNounPlural","single aggregated entry per language","derived","data","categorical",3,27,27,"Positional behavior of the exemplar noun plural marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5), binned"
"Markers_per_language","BehaviorTense.binned4","BehaviorTense","single aggregated entry per language","derived","data","categorical",2,6,6,"Positional behavior of the exemplar tense marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5), binned"
"Markers_per_language","BehaviorCase.spreading.Presence","BehaviorCase","single aggregated entry per language","derived","data","logical",2,111,111,"Spreading of the exemplar case. Spreading as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press) and exemplar as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorNeg.spreading.Presence","BehaviorNeg","single aggregated entry per language","derived","data","logical",1,188,188,"Spreading of the exemplar negation marker. Spreading as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press) and exemplar as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorNounPlural.spreading.Presence","BehaviorNounPlural","single aggregated entry per language","derived","data","logical",2,81,81,"Spreading of the exemplar nominal plural marker. Spreading as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press) and exemplar as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorTense.spreading.Presence","BehaviorTense","single aggregated entry per language","derived","data","logical",1,63,63,"Spreading of the exemplar tense marker. Spreading as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press) and exemplar as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorCase","BehaviorCase","single aggregated entry per language","derived","data","categorical",8,137,137,"Positional behavior of the exemplar case marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorNeg","BehaviorNeg","single aggregated entry per language","derived","data","categorical",8,189,189,"Positional behavior of the exemplar negation marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorNounPlural","BehaviorNounPlural","single aggregated entry per language","derived","data","categorical",6,81,81,"Positional behavior of the exemplar noun plural marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","BehaviorTense","BehaviorTense","single aggregated entry per language","derived","data","categorical",4,63,63,"Positional behavior of the exemplar tense marker in its phrase, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","PolyexponentialityCase.Presence","ExponentialityCase","single aggregated entry per language","derived","data","logical",2,331,331,"Polyexponentiality of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5), binned"
"Markers_per_language","PolyexponentialityNegation.Presence","ExponentialityNegation","single aggregated entry per language","derived","data","logical",2,202,202,"Polyexponentiality of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5), binned"
"Markers_per_language","PolyexponentialityNounPlural.Presence","ExponentialityNounPlural","single aggregated entry per language","derived","data","logical",2,188,188,"Polyexponentiality of the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5), binned"
"Markers_per_language","PolyexponentialityTense.Presence","ExponentialityTense","single aggregated entry per language","derived","data","logical",2,167,167,"Polyexponentiality of the exemplar  tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5), binned"
"Markers_per_language","ExponentialityCase.n","ExponentialityCase","single aggregated entry per language","derived","data","ratio",5,405,405,"Number of categories co-expressed by the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityNegation.n","ExponentialityNegation","single aggregated entry per language","derived","data","ratio",5,228,228,"Number of categories co-expressed  by the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityNounPlural.n","ExponentialityNounPlural","single aggregated entry per language","derived","data","ratio",5,261,261,"Number of categories co-expressed  by the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityTense.n","ExponentialityTense","single aggregated entry per language","derived","data","ratio",6,175,175,"Number of categories co-expressed by the exemplar  tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityCase","ExponentialityCase","single aggregated entry per language","derived","data","categorical",11,403,403,"Category combinations expressed by the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityNegation","ExponentialityNegation","single aggregated entry per language","derived","data","categorical",10,202,202,"Category combinations expressed by the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityNounPlural","ExponentialityNounPlural","single aggregated entry per language","derived","data","categorical",10,189,189,"Category combinations expressed by the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","ExponentialityTense","ExponentialityTense","single aggregated entry per language","derived","data","categorical",33,167,167,"Category combinations expressed by the exemplar  tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FlexivityFormativeCase","FlexivityFormativeCase","single aggregated entry per language","derived","data","categorical",5,176,176,"Formative flexivity (allomorphy) of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FlexivityFormativeNeg","FlexivityFormativeNeg","single aggregated entry per language","derived","data","categorical",4,144,144,"Formative flexivity (allomorphy) of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","FlexivityFormativeNounPlural","FlexivityFormativeNounPlural","single aggregated entry per language","derived","data","categorical",3,50,50,"Formative flexivity (allomorphy) of the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
